IPP_CODE,IPO_SEQN,IPP_TITL,FAC_CODE,FAC_NAME,IPP_DPTC,DPT_NAME,IPO_AYRC,AYR_SNAM,IPO_BEGD,MOA_NAME,,,,
RRDCANSING01,9,Research Degree: Cancer Institute,MDS,Faculty of Medical Sciences,CANCR_MDS,Cancer Institute,2011,2011/12,26-Sep-11,Full-time,,,,
RRDCANSING01,10,Research Degree: Cancer Institute,MDS,Faculty of Medical Sciences,CANCR_MDS,Cancer Institute,2012,2012/13,24-Sep-12,Full-time,,,,
RRDCANSING01,11,Research Degree: Cancer Institute,MDS,Faculty of Medical Sciences,CANCR_MDS,Cancer Institute,2011,2011/12,26-Sep-11,Part-time,,,,
RRDCANSING01,12,Research Degree: Cancer Institute,MDS,Faculty of Medical Sciences,CANCR_MDS,Cancer Institute,2012,2012/13,24-Sep-12,Part-time,,,,
RRDCANSMBP01,2,Research Degree: Cancer Institute  (MB PhD programme),MDS,Faculty of Medical Sciences,CANCR_MDS,Cancer Institute,2011,2011/12,26-Sep-11,Part-time,,,,
RRDCANSONC01,11,Research Degree: Oncology,MDS,Faculty of Medical Sciences,CANCR_MDS,Cancer Institute,2011,2011/12,26-Sep-11,Part-time,,,,
RRDCANSONC01,12,Research Degree: Oncology,MDS,Faculty of Medical Sciences,CANCR_MDS,Cancer Institute,2012,2012/13,24-Sep-12,Part-time,,,,
RRDCANSONC01,9,Research Degree: Oncology,MDS,Faculty of Medical Sciences,CANCR_MDS,Cancer Institute,2011,2011/12,26-Sep-11,Full-time,,,,
RRDCANSONC01,14,Research Degree: Oncology,MDS,Faculty of Medical Sciences,CANCR_MDS,Cancer Institute,2013,2013/14,23-Sep-13,Part-time,,,,
RRDCANSPAT01,13,Research Degree: Pathology,MDS,Faculty of Medical Sciences,CANCR_MDS,Cancer Institute,2013,2013/14,23-Sep-13,Full-time,,,,
RRDCANSPAT01,10,Research Degree: Pathology,MDS,Faculty of Medical Sciences,CANCR_MDS,Cancer Institute,2012,2012/13,24-Sep-12,Full-time,,,,
RRDCANSPAT01,9,Research Degree: Pathology,MDS,Faculty of Medical Sciences,CANCR_MDS,Cancer Institute,2011,2011/12,26-Sep-11,Full-time,,,,
RRDCANSPAT01,12,Research Degree: Pathology,MDS,Faculty of Medical Sciences,CANCR_MDS,Cancer Institute,2012,2012/13,24-Sep-12,Part-time,,,,
RRDCANSPAT01,11,Research Degree: Pathology,MDS,Faculty of Medical Sciences,CANCR_MDS,Cancer Institute,2011,2011/12,26-Sep-11,Part-time,,,,
RRDCANSPAT01,14,Research Degree: Pathology,MDS,Faculty of Medical Sciences,CANCR_MDS,Cancer Institute,2013,2013/14,23-Sep-13,Part-time,,,,
RRDCARSING01,5,Research Degree: Cardiovascular Science,PHS,Faculty of Population Health Sciences,CARDI_PHS,Institute of Cardiovascular Science,2012,2012/13,24-Sep-12,Part-time,,,,
RRDCARSING01,2,Research Degree: Cardiovascular Science,PHS,Faculty of Population Health Sciences,CARDI_PHS,Institute of Cardiovascular Science,2011,2011/12,26-Sep-11,Part-time,,,,
RRDCARSING01,4,Research Degree: Cardiovascular Science,PHS,Faculty of Population Health Sciences,CARDI_PHS,Institute of Cardiovascular Science,2012,2012/13,24-Sep-12,Full-time,,,,
RRDCARSING01,1,Research Degree: Cardiovascular Science,PHS,Faculty of Population Health Sciences,CARDI_PHS,Institute of Cardiovascular Science,2011,2011/12,26-Sep-11,Full-time,,,,
RRDCARSING01,7,Research Degree: Cardiovascular Science,PHS,Faculty of Population Health Sciences,CARDI_PHS,Institute of Cardiovascular Science,2013,2013/14,23-Sep-13,Full-time,,,,
RRDCARSING01,8,Research Degree: Cardiovascular Science,PHS,Faculty of Population Health Sciences,CARDI_PHS,Institute of Cardiovascular Science,2013,2013/14,23-Sep-13,Part-time,,,,
RRDCARSMBP01,2,Research Degree: Cardiovascular Science (MB PhD programme),PHS,Faculty of Population Health Sciences,CARDI_PHS,Institute of Cardiovascular Science,2011,2011/12,26-Sep-11,Part-time,,,,
RRDCASSING01,15,Research Degree: Centre for Advanced Spatial Analysis,BEN,Faculty of the Built Environment,CASAN_BEN,Centre for Advanced Spatial Analysis,2013,2013/14,23-Sep-13,Part-time,,,,
RRDCASSING01,12,Research Degree: Centre for Advanced Spatial Analysis,BEN,Faculty of the Built Environment,CASAN_BEN,Centre for Advanced Spatial Analysis,2012,2012/13,24-Sep-12,Full-time,,,,
RRDCASSING01,13,Research Degree: Centre for Advanced Spatial Analysis,BEN,Faculty of the Built Environment,CASAN_BEN,Centre for Advanced Spatial Analysis,2012,2012/13,24-Sep-12,Part-time,,,,
RRDCASSING01,11,Research Degree: Centre for Advanced Spatial Analysis,BEN,Faculty of the Built Environment,CASAN_BEN,Centre for Advanced Spatial Analysis,2011,2011/12,26-Sep-11,Part-time,,,,
RRDCASSING01,10,Research Degree: Centre for Advanced Spatial Analysis,BEN,Faculty of the Built Environment,CASAN_BEN,Centre for Advanced Spatial Analysis,2011,2011/12,26-Sep-11,Full-time,,,,
RRDCASSING01,14,Research Degree: Centre for Advanced Spatial Analysis,BEN,Faculty of the Built Environment,CASAN_BEN,Centre for Advanced Spatial Analysis,2013,2013/14,23-Sep-13,Full-time,,,,
RRDCENSING01,14,Research Degree:  Chemical Engineering,ENG,Faculty of Engineering Sciences,CENGN_ENG,Chemical Engineering,2013,2013/14,23-Sep-13,Full-time,FULL_TIME,23-08-13,2013-08-23,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDCENSING01'), '2013-08-23',14,'FULL_TIME');"
RRDCENSING01,10,Research Degree:  Chemical Engineering,ENG,Faculty of Engineering Sciences,CENGN_ENG,Chemical Engineering,2011,2011/12,26-Sep-11,Full-time,FULL_TIME,,2012-09-24,
RRDCENSING01,12,Research Degree:  Chemical Engineering,ENG,Faculty of Engineering Sciences,CENGN_ENG,Chemical Engineering,2012,2012/13,24-Sep-12,Full-time,FULL_TIME,24-08-12,2012-08-24,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDCENSING01'), '2012-08-24',12,'FULL_TIME');"
RRDCHESING01,15,Research Degree:  Chemistry,MAP,Faculty of Mathematical and Physical Sciences,CHEMS_MAP,Chemistry,2013,2013/14,23-Sep-13,Part-time,,,,
RRDCHESING01,11,Research Degree:  Chemistry,MAP,Faculty of Mathematical and Physical Sciences,CHEMS_MAP,Chemistry,2011,2011/12,26-Sep-11,Part-time,,,,
RRDCHESING01,12,Research Degree:  Chemistry,MAP,Faculty of Mathematical and Physical Sciences,CHEMS_MAP,Chemistry,2012,2012/13,24-Sep-12,Full-time,,,,
RRDCHESING01,13,Research Degree:  Chemistry,MAP,Faculty of Mathematical and Physical Sciences,CHEMS_MAP,Chemistry,2012,2012/13,24-Sep-12,Part-time,,,,
RRDCHESING01,10,Research Degree:  Chemistry,MAP,Faculty of Mathematical and Physical Sciences,CHEMS_MAP,Chemistry,2011,2011/12,26-Sep-11,Full-time,,,,
RRDCHESING01,14,Research Degree:  Chemistry,MAP,Faculty of Mathematical and Physical Sciences,CHEMS_MAP,Chemistry,2013,2013/14,23-Sep-13,Full-time,,,,
RRDCIVSGEO01,10,"Research Degree:  Civil, Environmental and Geomatic Engineering",ENG,Faculty of Engineering Sciences,CIVLG_ENG,"Civil, Environmental and Geomatic Engineering",2011,2011/12,26-Sep-11,Full-time,FULL_TIME,,2012-09-24,
RRDCIVSGEO01,15,"Research Degree:  Civil, Environmental and Geomatic Engineering",ENG,Faculty of Engineering Sciences,CIVLG_ENG,"Civil, Environmental and Geomatic Engineering",2013,2013/14,23-Sep-13,Part-time,PART_TIME,23-08-13,2013-08-23,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDCIVSGEO01'), '2013-08-23',15,'PART_TIME');"
RRDCIVSGEO01,14,"Research Degree:  Civil, Environmental and Geomatic Engineering",ENG,Faculty of Engineering Sciences,CIVLG_ENG,"Civil, Environmental and Geomatic Engineering",2013,2013/14,23-Sep-13,Full-time,FULL_TIME,23-08-13,2013-08-23,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDCIVSGEO01'), '2013-08-23',14,'FULL_TIME');"
RRDCIVSGEO01,11,"Research Degree:  Civil, Environmental and Geomatic Engineering",ENG,Faculty of Engineering Sciences,CIVLG_ENG,"Civil, Environmental and Geomatic Engineering",2011,2011/12,26-Sep-11,Part-time,PART_TIME,,2012-09-24,
RRDCIVSGEO01,13,"Research Degree:  Civil, Environmental and Geomatic Engineering",ENG,Faculty of Engineering Sciences,CIVLG_ENG,"Civil, Environmental and Geomatic Engineering",2012,2012/13,24-Sep-12,Part-time,PART_TIME,24-08-12,2012-08-24,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDCIVSGEO01'), '2012-08-24',13,'PART_TIME');"
RRDCIVSGEO01,12,"Research Degree:  Civil, Environmental and Geomatic Engineering",ENG,Faculty of Engineering Sciences,CIVLG_ENG,"Civil, Environmental and Geomatic Engineering",2012,2012/13,24-Sep-12,Full-time,FULL_TIME,24-08-12,2012-08-24,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDCIVSGEO01'), '2012-08-24',12,'FULL_TIME');"
RRDCLASING01,14,Research Degree:  Greek and Latin,ART,Faculty of Arts and Humanities,GRKLT_ART,Greek and Latin,2013,2013/14,23-Sep-13,Full-time,,,,
RRDCLASING01,12,Research Degree:  Greek and Latin,ART,Faculty of Arts and Humanities,GRKLT_ART,Greek and Latin,2012,2012/13,24-Sep-12,Full-time,,,,
RRDCLASING01,13,Research Degree:  Greek and Latin,ART,Faculty of Arts and Humanities,GRKLT_ART,Greek and Latin,2012,2012/13,24-Sep-12,Part-time,,,,
RRDCLASING01,15,Research Degree:  Greek and Latin,ART,Faculty of Arts and Humanities,GRKLT_ART,Greek and Latin,2013,2013/14,23-Sep-13,Part-time,,,,
RRDCLASING01,11,Research Degree:  Greek and Latin,ART,Faculty of Arts and Humanities,GRKLT_ART,Greek and Latin,2011,2011/12,26-Sep-11,Part-time,,,,
RRDCLASING01,10,Research Degree:  Greek and Latin,ART,Faculty of Arts and Humanities,GRKLT_ART,Greek and Latin,2011,2011/12,26-Sep-11,Full-time,,,,
RRDCMPSING01,14,Research Degree:  COMPLEX,MAP,Faculty of Mathematical and Physical Sciences,CMPLX_MAP,Centre for Maths &Phys In Life Sci &Exprmntal Biol,2013,2013/14,23-Sep-13,Full-time,,,,
RRDCMPSING01,10,Research Degree:  COMPLEX,MAP,Faculty of Mathematical and Physical Sciences,CMPLX_MAP,Centre for Maths &Phys In Life Sci &Exprmntal Biol,2011,2011/12,26-Sep-11,Full-time,,,,
RRDCMPSING01,12,Research Degree:  COMPLEX,MAP,Faculty of Mathematical and Physical Sciences,CMPLX_MAP,Centre for Maths &Phys In Life Sci &Exprmntal Biol,2012,2012/13,24-Sep-12,Full-time,,,,
RRDCOMSFNC01,10,Research Degree: Financial Computing,ENG,Faculty of Engineering Sciences,COMPS_ENG,Computer Science,2012,2012/13,24-Sep-12,Full-time,FULL_TIME,24-08-12,2012-08-24,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDCOMSFNC01'), '2012-08-24',10,'FULL_TIME');"
RRDCOMSFNC01,7,Research Degree: Financial Computing,ENG,Faculty of Engineering Sciences,COMPS_ENG,Computer Science,2011,2011/12,26-Sep-11,Full-time,FULL_TIME,,2012-09-24,
RRDCOMSFNC01,13,Research Degree: Financial Computing,ENG,Faculty of Engineering Sciences,COMPS_ENG,Computer Science,2013,2013/14,23-Sep-13,Full-time,FULL_TIME,23-08-13,2013-08-23,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDCOMSFNC01'), '2013-08-23',13,'FULL_TIME');"
RRDCOMSING01,12,Research Degree:  Computer Science,ENG,Faculty of Engineering Sciences,COMPS_ENG,Computer Science,2012,2012/13,24-Sep-12,Full-time,FULL_TIME,24-08-12,2012-08-24,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDCOMSING01'), '2012-08-24',12,'FULL_TIME');"
RRDCOMSING01,15,Research Degree:  Computer Science,ENG,Faculty of Engineering Sciences,COMPS_ENG,Computer Science,2013,2013/14,23-Sep-13,Part-time,PART_TIME,23-08-13,2013-08-23,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDCOMSING01'), '2013-08-23',15,'PART_TIME');"
RRDCOMSING01,13,Research Degree:  Computer Science,ENG,Faculty of Engineering Sciences,COMPS_ENG,Computer Science,2012,2012/13,24-Sep-12,Part-time,PART_TIME,24-08-12,2012-08-24,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDCOMSING01'), '2012-08-24',13,'PART_TIME');"
RRDCOMSING01,11,Research Degree:  Computer Science,ENG,Faculty of Engineering Sciences,COMPS_ENG,Computer Science,2011,2011/12,26-Sep-11,Part-time,PART_TIME,,2011-09-26,
RRDCOMSING01,10,Research Degree:  Computer Science,ENG,Faculty of Engineering Sciences,COMPS_ENG,Computer Science,2011,2011/12,26-Sep-11,Full-time,FULL_TIME,,2012-09-24,
RRDCOMSING01,14,Research Degree:  Computer Science,ENG,Faculty of Engineering Sciences,COMPS_ENG,Computer Science,2013,2013/14,23-Sep-13,Full-time,FULL_TIME,23-08-13,2013-08-23,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDCOMSING01'), '2013-08-23',14,'FULL_TIME');"
RRDDEVSING01,14,Research Degree:  Development Planning Unit,BEN,Faculty of the Built Environment,DEVPU_BEN,Development Planning Unit,2013,2013/14,23-Sep-13,Full-time,,,,
RRDDEVSING01,10,Research Degree:  Development Planning Unit,BEN,Faculty of the Built Environment,DEVPU_BEN,Development Planning Unit,2011,2011/12,26-Sep-11,Full-time,,,,
RRDDEVSING01,12,Research Degree:  Development Planning Unit,BEN,Faculty of the Built Environment,DEVPU_BEN,Development Planning Unit,2012,2012/13,24-Sep-12,Full-time,,,,
RRDDORSING01,12,Research Degree: Division of Research Strategy,BMS,Faculty of Biomedical Sciences,DORSD_BMS,Division of Research Strategy,2012,2012/13,24-Sep-12,Full-time,,,,
RRDDORSING01,13,Research Degree: Division of Research Strategy,BMS,Faculty of Biomedical Sciences,DORSD_BMS,Division of Research Strategy,2012,2012/13,24-Sep-12,Part-time,,,,
RRDDORSING01,11,Research Degree: Division of Research Strategy,BMS,Faculty of Biomedical Sciences,DORSD_BMS,Division of Research Strategy,2011,2011/12,26-Sep-11,Part-time,,,,
RRDDORSING01,15,Research Degree: Division of Research Strategy,BMS,Faculty of Biomedical Sciences,DORSD_BMS,Division of Research Strategy,2013,2013/14,23-Sep-13,Part-time,,,,
RRDDORSING01,10,Research Degree: Division of Research Strategy,BMS,Faculty of Biomedical Sciences,DORSD_BMS,Division of Research Strategy,2011,2011/12,26-Sep-11,Full-time,,,,
RRDDORSING01,14,Research Degree: Division of Research Strategy,BMS,Faculty of Biomedical Sciences,DORSD_BMS,Division of Research Strategy,2013,2013/14,23-Sep-13,Full-time,,,,
RRDDSCS4YR01,14,Research Degree: Developmental and Stem Cell Biology (4 years),LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2013,2013/14,23-Sep-13,Full-time,,,,
RRDDUTSING01,15,Research Degree:  Dutch,ART,Faculty of Arts and Humanities,DUTCH_ART,Dutch,2013,2013/14,23-Sep-13,Part-time,,,,
RRDDUTSING01,14,Research Degree:  Dutch,ART,Faculty of Arts and Humanities,DUTCH_ART,Dutch,2013,2013/14,23-Sep-13,Full-time,,,,
RRDDUTSING01,13,Research Degree:  Dutch,ART,Faculty of Arts and Humanities,DUTCH_ART,Dutch,2012,2012/13,24-Sep-12,Part-time,,,,
RRDDUTSING01,11,Research Degree:  Dutch,ART,Faculty of Arts and Humanities,DUTCH_ART,Dutch,2011,2011/12,26-Sep-11,Part-time,,,,
RRDDUTSING01,12,Research Degree:  Dutch,ART,Faculty of Arts and Humanities,DUTCH_ART,Dutch,2012,2012/13,24-Sep-12,Full-time,,,,
RRDDUTSING01,10,Research Degree:  Dutch,ART,Faculty of Arts and Humanities,DUTCH_ART,Dutch,2011,2011/12,26-Sep-11,Full-time,,,,
RRDEARSING01,14,Research Degree:  Earth Sciences,MAP,Faculty of Mathematical and Physical Sciences,EARTH_MAP,Earth Sciences,2013,2013/14,23-Sep-13,Full-time,,,,
RRDEARSING01,12,Research Degree:  Earth Sciences,MAP,Faculty of Mathematical and Physical Sciences,EARTH_MAP,Earth Sciences,2012,2012/13,24-Sep-12,Full-time,,,,
RRDEARSING01,10,Research Degree:  Earth Sciences,MAP,Faculty of Mathematical and Physical Sciences,EARTH_MAP,Earth Sciences,2011,2011/12,26-Sep-11,Full-time,,,,
RRDEARSING01,15,Research Degree:  Earth Sciences,MAP,Faculty of Mathematical and Physical Sciences,EARTH_MAP,Earth Sciences,2013,2013/14,23-Sep-13,Part-time,,,,
RRDEARSING01,11,Research Degree:  Earth Sciences,MAP,Faculty of Mathematical and Physical Sciences,EARTH_MAP,Earth Sciences,2011,2011/12,26-Sep-11,Part-time,,,,
RRDEARSING01,13,Research Degree:  Earth Sciences,MAP,Faculty of Mathematical and Physical Sciences,EARTH_MAP,Earth Sciences,2012,2012/13,24-Sep-12,Part-time,,,,
RRDEDIS4YR01,1,Research Degree: Eastman Dental Institute,MDS,Faculty of Medical Sciences,EASTD_MDS,Eastman Dental Institute,2011,2011/12,26-Sep-11,Full-time,,,,
RRDEDIS4YR01,3,Research Degree: Eastman Dental Institute,MDS,Faculty of Medical Sciences,EASTD_MDS,Eastman Dental Institute,2012,2012/13,24-Sep-12,Full-time,,,,
RRDEDIS4YR01,5,Research Degree: Eastman Dental Institute,MDS,Faculty of Medical Sciences,EASTD_MDS,Eastman Dental Institute,2013,2013/14,23-Sep-13,Full-time,,,,
RRDEDISING01,13,Research Degree:  Eastman Dental Institute,MDS,Faculty of Medical Sciences,EASTD_MDS,Eastman Dental Institute,2012,2012/13,24-Sep-12,Part-time,,,,
RRDEDISING01,11,Research Degree:  Eastman Dental Institute,MDS,Faculty of Medical Sciences,EASTD_MDS,Eastman Dental Institute,2011,2011/12,26-Sep-11,Part-time,,,,
RRDEDISING01,10,Research Degree:  Eastman Dental Institute,MDS,Faculty of Medical Sciences,EASTD_MDS,Eastman Dental Institute,2011,2011/12,26-Sep-11,Full-time,,,,
RRDEDISING01,12,Research Degree:  Eastman Dental Institute,MDS,Faculty of Medical Sciences,EASTD_MDS,Eastman Dental Institute,2012,2012/13,24-Sep-12,Full-time,,,,
RRDEDISING01,14,Research Degree:  Eastman Dental Institute,MDS,Faculty of Medical Sciences,EASTD_MDS,Eastman Dental Institute,2013,2013/14,23-Sep-13,Full-time,,,,
RRDEDISING01,15,Research Degree:  Eastman Dental Institute,MDS,Faculty of Medical Sciences,EASTD_MDS,Eastman Dental Institute,2013,2013/14,23-Sep-13,Part-time,,,,
RRDEENSING01,14,Research Degree:  Electronic and Electrical Engineering,ENG,Faculty of Engineering Sciences,ELECN_ENG,Electronic and Electrical Engineering,2013,2013/14,23-Sep-13,Full-time,FULL_TIME,23-08-13,2013-08-23,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDEENSING01'), '2013-08-23',14,'FULL_TIME');"
RRDEENSING01,15,Research Degree:  Electronic and Electrical Engineering,ENG,Faculty of Engineering Sciences,ELECN_ENG,Electronic and Electrical Engineering,2013,2013/14,23-Sep-13,Part-time,PART_TIME,23-08-13,2013-08-23,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDEENSING01'), '2013-08-23',15,'PART_TIME');"
RRDEENSING01,11,Research Degree:  Electronic and Electrical Engineering,ENG,Faculty of Engineering Sciences,ELECN_ENG,Electronic and Electrical Engineering,2011,2011/12,26-Sep-11,Part-time,PART_TIME,,2011-09-26,
RRDEENSING01,10,Research Degree:  Electronic and Electrical Engineering,ENG,Faculty of Engineering Sciences,ELECN_ENG,Electronic and Electrical Engineering,2011,2011/12,26-Sep-11,Full-time,FULL_TIME,,2012-09-24,
RRDEENSING01,13,Research Degree:  Electronic and Electrical Engineering,ENG,Faculty of Engineering Sciences,ELECN_ENG,Electronic and Electrical Engineering,2012,2012/13,24-Sep-12,Part-time,PART_TIME,24-08-12,2012-08-24,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDEENSING01'), '2012-08-24',13,'PART_TIME');"
RRDEENSING01,12,Research Degree:  Electronic and Electrical Engineering,ENG,Faculty of Engineering Sciences,ELECN_ENG,Electronic and Electrical Engineering,2012,2012/13,24-Sep-12,Full-time,FULL_TIME,24-08-12,2012-08-24,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDEENSING01'), '2012-08-24',12,'FULL_TIME');"
RRDEENSPHT01,7,Research Degree: Photonics Systems Development,ENG,Faculty of Engineering Sciences,ELECN_ENG,Electronic and Electrical Engineering,2011,2011/12,26-Sep-11,Full-time,FULL_TIME,,2012-09-24,
RRDEENSPHT01,10,Research Degree: Photonics Systems Development,ENG,Faculty of Engineering Sciences,ELECN_ENG,Electronic and Electrical Engineering,2012,2012/13,24-Sep-12,Full-time,FULL_TIME,24-08-12,2012-08-24,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDEENSPHT01'), '2012-08-24',10,'FULL_TIME');"
RRDEENSPHT01,13,Research Degree: Photonics Systems Development,ENG,Faculty of Engineering Sciences,ELECN_ENG,Electronic and Electrical Engineering,2013,2013/14,23-Sep-13,Full-time,FULL_TIME,23-08-13,2013-08-23,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDEENSPHT01'), '2013-08-23',13,'FULL_TIME');"
RRDEESSING01,13,Research Degree:  Slavonic and East European Studies,SES,School of Slavonic and Eastern European Studies,SSEES_SES,SSEES - School of Slavonic & East European Studies,2012,2012/13,24-Sep-12,Part-time,,,,
RRDEESSING01,12,Research Degree:  Slavonic and East European Studies,SES,School of Slavonic and Eastern European Studies,SSEES_SES,SSEES - School of Slavonic & East European Studies,2012,2012/13,24-Sep-12,Full-time,,,,
RRDEESSING01,11,Research Degree:  Slavonic and East European Studies,SES,School of Slavonic and Eastern European Studies,SSEES_SES,SSEES - School of Slavonic & East European Studies,2011,2011/12,26-Sep-11,Part-time,,,,
RRDEESSING01,10,Research Degree:  Slavonic and East European Studies,SES,School of Slavonic and Eastern European Studies,SSEES_SES,SSEES - School of Slavonic & East European Studies,2011,2011/12,26-Sep-11,Full-time,,,,
RRDEESSING01,15,Research Degree:  Slavonic and East European Studies,SES,School of Slavonic and Eastern European Studies,SSEES_SES,SSEES - School of Slavonic & East European Studies,2013,2013/14,23-Sep-13,Part-time,,,,
RRDEESSING01,14,Research Degree:  Slavonic and East European Studies,SES,School of Slavonic and Eastern European Studies,SSEES_SES,SSEES - School of Slavonic & East European Studies,2013,2013/14,23-Sep-13,Full-time,,,,
RRDEINSING01,10,Research Degree:  Ear Institute,BRN,Faculty of Brain Sciences,EARIN_BRN,Ear Institute,2011,2011/12,26-Sep-11,Full-time,,,,
RRDEINSING01,11,Research Degree:  Ear Institute,BRN,Faculty of Brain Sciences,EARIN_BRN,Ear Institute,2011,2011/12,26-Sep-11,Part-time,,,,
RRDEINSING01,12,Research Degree:  Ear Institute,BRN,Faculty of Brain Sciences,EARIN_BRN,Ear Institute,2012,2012/13,24-Sep-12,Full-time,,,,
RRDEINSING01,13,Research Degree:  Ear Institute,BRN,Faculty of Brain Sciences,EARIN_BRN,Ear Institute,2012,2012/13,24-Sep-12,Part-time,,,,
RRDEINSING01,15,Research Degree:  Ear Institute,BRN,Faculty of Brain Sciences,EARIN_BRN,Ear Institute,2013,2013/14,23-Sep-13,Part-time,,,,
RRDEINSING01,14,Research Degree:  Ear Institute,BRN,Faculty of Brain Sciences,EARIN_BRN,Ear Institute,2013,2013/14,23-Sep-13,Full-time,,,,
RRDENGSING01,10,Research Degree:  English,ART,Faculty of Arts and Humanities,ENGLS_ART,English Language and Literature,2011,2011/12,26-Sep-11,Full-time,,,,
RRDENGSING01,13,Research Degree:  English,ART,Faculty of Arts and Humanities,ENGLS_ART,English Language and Literature,2012,2012/13,24-Sep-12,Part-time,,,,
RRDENGSING01,12,Research Degree:  English,ART,Faculty of Arts and Humanities,ENGLS_ART,English Language and Literature,2012,2012/13,24-Sep-12,Full-time,,,,
RRDENGSING01,15,Research Degree:  English,ART,Faculty of Arts and Humanities,ENGLS_ART,English Language and Literature,2013,2013/14,23-Sep-13,Part-time,,,,
RRDENGSING01,14,Research Degree:  English,ART,Faculty of Arts and Humanities,ENGLS_ART,English Language and Literature,2013,2013/14,23-Sep-13,Full-time,,,,
RRDENGSING01,11,Research Degree:  English,ART,Faculty of Arts and Humanities,ENGLS_ART,English Language and Literature,2011,2011/12,26-Sep-11,Part-time,,,,
RRDENRSING01,8,Research Degree: UCL Energy Institute,BEN,Faculty of the Built Environment,ENERG_BEN,UCL Energy Institute,2012,2012/13,24-Sep-12,Part-time,,,,
RRDENRSING01,7,Research Degree: UCL Energy Institute,BEN,Faculty of the Built Environment,ENERG_BEN,UCL Energy Institute,2012,2012/13,24-Sep-12,Full-time,,,,
RRDENRSING01,5,Research Degree: UCL Energy Institute,BEN,Faculty of the Built Environment,ENERG_BEN,UCL Energy Institute,2011,2011/12,26-Sep-11,Part-time,,,,
RRDENRSING01,4,Research Degree: UCL Energy Institute,BEN,Faculty of the Built Environment,ENERG_BEN,UCL Energy Institute,2011,2011/12,26-Sep-11,Full-time,,,,
RRDENRSING01,11,Research Degree: UCL Energy Institute,BEN,Faculty of the Built Environment,ENERG_BEN,UCL Energy Institute,2013,2013/14,23-Sep-13,Part-time,,,,
RRDENRSING01,10,Research Degree: UCL Energy Institute,BEN,Faculty of the Built Environment,ENERG_BEN,UCL Energy Institute,2013,2013/14,23-Sep-13,Full-time,,,,
RRDEPDSING01,15,Research Degree:  Centre for the Advancement of Learning and Teaching,SHS,Faculty of Social and Historical Sciences,CALTG_SHS,Centre for the Advancement of Learning & Teaching,2013,2013/14,23-Sep-13,Part-time,,,,
RRDEPDSING01,14,Research Degree:  Centre for the Advancement of Learning and Teaching,SHS,Faculty of Social and Historical Sciences,CALTG_SHS,Centre for the Advancement of Learning & Teaching,2013,2013/14,23-Sep-13,Full-time,,,,
RRDEPDSING01,10,Research Degree:  Centre for the Advancement of Learning and Teaching,SHS,Faculty of Social and Historical Sciences,CALTG_SHS,Centre for the Advancement of Learning & Teaching,2011,2011/12,26-Sep-11,Full-time,,,,
RRDEPDSING01,11,Research Degree:  Centre for the Advancement of Learning and Teaching,SHS,Faculty of Social and Historical Sciences,CALTG_SHS,Centre for the Advancement of Learning & Teaching,2011,2011/12,26-Sep-11,Part-time,,,,
RRDEPDSING01,13,Research Degree:  Centre for the Advancement of Learning and Teaching,SHS,Faculty of Social and Historical Sciences,CALTG_SHS,Centre for the Advancement of Learning & Teaching,2012,2012/13,24-Sep-12,Part-time,,,,
RRDEPDSING01,12,Research Degree:  Centre for the Advancement of Learning and Teaching,SHS,Faculty of Social and Historical Sciences,CALTG_SHS,Centre for the Advancement of Learning & Teaching,2012,2012/13,24-Sep-12,Full-time,,,,
