AT0011,Universit&#228;t f&#252;r Musik und darstellende Kunst Wien,AT
AT0012,Universit&#228;t Graz (Karl-Franzens),AT
AT0013,Universit&#228;t Innsbruck (Leopold-Franzens),AT
AT0014,Universit&#228;t Linz (Johannes Kepler),AT
AT0015,Universit&#228;t Mozarteum Salzburg,AT
AT0016,Universit&#228;t Salzburg,AT
AT0017,Universit&#228;t Wien,AT
AT0018,Veterin&#228;rmedizinsiche Universit&#228;t Wien,AT
AT0019,Wirtschaftsuniversit&#228;t Wien,AT
AU0001,Australian Catholic University,AU
AU0002,Australian Maritime College,AU
AU0003,Australian National University,AU
AU0004,Bond University,AU
AU0005,Central Queensland University,AU
AU0006,Charles Darwin University,AU
AU0007,Charles Sturt University,AU
AU0008,Curtin University of Technology,AU
AU0009,Deakin University,AU
AU0010,Edith Cowan University,AU
AU0011,Flinders University of South Australia,AU
AU0012,Griffith University,AU
AU0013,James Cook University,AU
AU0014,La Trobe University,AU
AU0015,Macquarie University,AU
AU0016,Melbourne College of Divinity,AU
AU0017,Monash University,AU
AU0018,Murdoch University,AU
AU0019,Queensland University of Technology,AU
AU0020,Royal Melbourne Institute of Technology,AU
AU0021,Southern Cross University,AU
AU0022,Swinburne University of Technology,AU
AU0023,University of Adelaide,AU
AU0024,University of Ballarat,AU
AU0025,University of Canberra,AU
AU0026,University of Melbourne,AU
AU0027,University of New England,AU
AU0028,University of New South Wales,AU
AU0029,University of Newcastle,AU
AU0030,University of Notre Dame Australia,AU
AU0031,University of Queensland,AU
AU0032,University of South Australia,AU
AU0033,University of Southern Queensland,AU
AU0034,University of Sydney,AU
AU0035,University of Tasmania,AU
AU0036,"University of Technology, Sydney",AU
AU0037,University of the Sunshine Coast,AU
AU0038,University of Western Australia,AU
AU0039,University of Western Sydney,AU
AU0040,University of Wollongong,AU
AU0041,Victoria University of Technology,AU
AZ0001,Academy of National Aviation,AZ
AZ0002,"Azerbaijan Academy of Agriculture, Ganja",AZ
AZ0003,"Azerbaijan Medical University, Baku",AZ
AZ0004,Azerbaijan State Academy of Painting,AZ
AZ0005,Azerbaijan State Management Academy,AZ
AZ0006,Azerbaijan State Oil Academy,AZ
AZ0007,Azerbaijan State Physical Culture and Sports Academy,AZ
AZ0008,Azerbaijan State Sea Academy,AZ
AZ0009,"Azerbaijan State University of Culture and Arts, Baku",AZ
AZ0010,Azerbaijan State University of Economy,AZ
AZ0011,"Azerbaijan Technical University, Baku",AZ
AZ0012,Azerbaijan University of Architecture and Construction,AZ
AZ0013,Azerbaijan University of Languages,AZ
AZ0014,"Azerbaijan University of Technology, Baku",AZ
AZ0015,"Azerbaijan University, Baku",AZ
AZ0016,"Baku Academy of Music, Baku",AZ
AZ0017,"Baku Asia University, Baku",AZ
AZ0018,"Baku Slavonic University, Baku",AZ
AZ0019,"Baku State University, Baku",AZ
AZ0020,"Baku Supreme Police Academy of National Security, Baku",AZ
AZ0021,"Ganja State University, Ganja",AZ
AZ0022,Independent Azerbaijan University,AZ
AZ0023,Khazar University,AZ
AZ0024,"Lankoran State University, Lankaran",AZ
AZ0025,"Nakhchivan Private University, Nakhchivan",AZ
AZ0026,"Nakhchivan State University, Nakhchivan",AZ
AZ0027,"Odlar Yurdu (The Land of Flames) University, Baku",AZ
AZ0028,Scientific and Educational Centre University Tefekkur,AZ
AZ0029,Sumgait State University,AZ
AZ0030,"The Caucasus University, Baku",AZ
AZ0031,"West University, Baku",AZ
BA0001,University of Banja Luka (Univerzitet Banja Luk),BA
BA0002,University of Bihac (Univerzitet u Bihacu),BA
BA0003,University of East Sarejevo (Univerzitet u Isto&#232;nom Sarajevu),BA
BA0004,University of Mostar (Sveu&#232;iliste u Mostaru),BA
BA0005,University of Mostar Dzemal Bijedic (Univerzitet Dzemal Bijedic u Mostaru),BA
BA0006,University of Sarajevo (Univerzitet u Sarajevo),BA
BA0007,University of Tuzla (Univerzitet u Tuzli),BA
BA0008,University of Zenica (Univerzitet u Zenici),BA
BB0001,"University of the West Indies, Barbados",BB
BD0001,"Bangabandhu Sheikh Mujib Medical University, Dhaka",BD
BD0002,"Bangabandhu Sheikh Mujibur Rahman Agricultural University, Gazipur",BD
BD0003,Bangladesh Agricultural University,BD
BD0004,Bangladesh Institute of Technology,BD
BD0005,Bangladesh Open University,BD
BD0006,Bangladesh University of Engineering and Technology (BUET),BD
BD0007,Chittagong University of Engineering and Technology (CUET),BD
BD0008,Dhaka University of Engineering and Technology (DUET),BD
BD0009,"Hajee Mohammad Danesh Science and Technology University, Dinajpur",BD
BD0010,Islamic University of Technology,BD
BD0011,"Islamic University, Kushtia",BD
BD0012,Jahangirnagar University,BD
BD0013,Khulna University,BD
BD0014,Khulna University of Engineering and Technology (KUET),BD
BD0015,"Maulana Bhasani Science and Technology University, Tangail",BD
BD0016,National University,BD
BD0017,Potuakhali University of Science and Technology,BD
BD0018,Rajshahi University of Engineering and Technology (RUET),BD
BD0019,Shahajalal University of Science and Technology (SUST),BD
BD0020,"Sher-e-Bangla Agricultural University, Dhaka",BD
BD0021,"University of Chittagong, Chittagong",BD
BD0022,University of Dhaka,BD
BD0023,University of Rajshahi,BD
BE0001,Katholieke Universiteit Brussel (KUB),BE
BE0002,Katholieke Universiteit Leuven (KU Leuven),BE
BE0003,Limburgs Universitair Centrum (LUC),BE
BE0004,Universit&#233; Catholique de Louvain (UCL),BE
BE0005,Universit&#233; de Li&#232;ge (ULg),BE
BE0006,Universit&#233; de Mons-Hainaut (UMH),BE
BE0007,Universit&#233; Libre de Bruxelles (ULB),BE
BE0008,Universiteit Antwerpen (UA),BE
BE0009,Universiteit Gent (RUG),BE
BE0010,Vrije Universiteit Brussel,BE
BG0001,"Agricultural University, Plovdiv",BG
BG0002,American University in Bulgaria - Blagoevgrad,BG
BG0003,"Burgas Free University, Burgas",BG
BG0004,Burgas Prof. Assen Zlatarov University,BG
BG0005,"Medical University of Plovdiv, Plovdiv",BG
BG0006,"Medical University of Sofia, Sofia",BG
BG0007,"National Military University Vassil Levski, Veliko Tarnovo",BG
BG0008,"Naval Academy Nikola Vapzarov, Varna",BG
BG0009,"New Bulgarian University, Sofia",BG
BG0010,"South-West University Neophit Rilski, Blagoevgrad",BG
BG0011,Technical University of Gabrovo,BG
BG0012,Technical University of Sofia,BG
BG0013,Technical University of Varna,BG
BG0014,"Trakia University, Stara Zagora",BG
BG0015,"University of Architecture, Civil Engineering and Geodesy, Sofia",BG
BG0016,"University of Chemical Technology and Metallurgy, Sofia",BG
BG0017,"University of Economics, Varna",BG
BG0018,"University of Food Technologies, Plovdiv",BG
BG0019,"University of Forestry, Sofia",BG
BG0020,"University of Mining and Geology St. Ivan Rilski, Sofia",BG
BG0021,"University of National and World Economy, Sofia",BG
BG0022,"University of Plovdiv Paisii Hilendarski, Plovdiv",BG
BG0023,"University of Rousse Angel Kanchev, Rousse",BG
BG0024,"University of Shumen Konstantin Preslavsky, Shumen",BG
BG0025,"University of Sofia St Kliment Ohridski, Sofia",BG
BG0026,"University of Veliko Tarnovo St. Cyril and Methodius, Veliko Tarnovo",BG
BG0027,"Varna Free University Chernorizec Hrabar, Varna",BG
BG0028,Varna University of Medicine Prof. Dr Paraskev Stoyanov,BG
BH0001,Arab Open University,BH
BH0002,Arabian Gulf University,BH
BH0003,College of Health Sciences,BH
BH0004,University of Bahrain,BH
BN0001,University of Brunei Darussalam,BN
BO0001,Escuela Militar de Ingenier&#237;a (EMI),BO
BO0002,"San Agust&#237;n, La Paz",BO
BO0003,Universidad La Salle,BO
BO0004,"Universidad Amaz&#243;nica de Pando, Cobija",BO
BO0005,"Universidad Americana (UA), La Paz",BO
BO0006,"Universidad Aut&#243;noma Gabriel Ren&#233; Moreno, Santa Cruz",BO
BO0007,"Universidad Aut&#243;noma Juan Misael Saracho, Tarija",BO
BO0008,"Universidad Aut&#243;noma Tomas Frias, Potos&#237;",BO
BO0009,"Universidad Boliviana de Inform&#225;tica (UBI), Sucre",BO
BO0010,Universidad Cat&#243;lica Boliviana (UCB),BO
BO0011,Universidad Cefi Saint Paul,BO
BO0012,"Universidad Central (UNICEN), Cochabamba",BO
BO0013,"Universidad Cristiana de Bolivia (UCEBOL), Santa Cruz",BO
BO0014,Universidad Cumbre,BO
BO0015,Universidad de Aquino Bolivia (UDABOL),BO
BO0016,Universidad de la Amazon&#237;a Boliviana (UNAB),BO
BO0017,"Universidad de la Cordillera, La Paz",BO
BO0018,Universidad de la Polic&#237;a Boliviana,BO
BO0019,Universidad de Los Andes (UANDES),BO
BO0020,"Universidad Empresarial Mateo Kulijis (UNIKULJIS), Santa Cruz",BO
BO0021,Universidad Latinoamericana (ULAT),BO
BO0022,"Universidad Loyola, La Paz",BO
BO0023,"Universidad Mayor de San Andr&#233;s, La Paz",BO
BO0024,"Universidad Mayor de San Francisco Xavier, Sucre",BO
BO0025,"Universidad Mayor de San Sim&#243;n, Cochabamba",BO
BO0026,Universidad Militar de las Fuerzas Armadas (UMFA),BO
BO0027,"Universidad Nacional del Oriente (UNO), Santa Cruz",BO
BO0028,"Universidad Nacional Ecol&#243;gica de Santa Cruz (UNE), Santa Cruz",BO
BO0029,"Universidad Nacional Siglo XX, Llallagua - Potos&#237;",BO
BO0030,"Universidad Nuestra Se&#241;ora de La Paz (UNSLP), La Paz",BO
BO0031,"Universidad Nur (NUR), Santa Cruz",BO
BO0032,Universidad Pedag&#243;gica Nacional (UPN),BO
BO0033,"Universidad Privada Franz Tamayo, (UPFT)",BO
BO0034,Universidad Privada Abierta Latinoamericana (UPAL),BO
BO0035,"Universidad Privada de Bolivia (UPB), Cochabamba",BO
BO0036,"Universidad Privada de Oruro Los Andes (UNIOR), Oruro",BO
BO0037,"Universidad Privada de Santa Cruz de la Sierra (UPSA), Santa Cruz",BO
BO0038,"Universidad Privada del Chaco (UNICHACO), Tarija",BO
BO0039,Universidad Privada del Valle (UNIVALLE),BO
BO0040,Universidad Privada Domingo Savio,BO
BO0041,"Universidad Prouniversidad, La Paz",BO
BO0042,Universidad P&#250;blica de El Alto (UPEA),BO
BO0043,"Universidad Real (UREAL), La Paz",BO
BO0044,"Universidad Salesiana de Bolivia, La Paz",BO
BO0045,"Universidad San Francisco de As&#237;s (USFA), La Paz",BO
BO0046,"Universidad Santo Tom&#225;s (UST), La Paz",BO
BO0047,"Universidad T&#233;cnica de Oruro, Oruro",BO
BO0048,"Universidad T&#233;cnica del Beni, Trinidad",BO
BO0049,"Universidad Tecnol&#243;gica Boliviana (UTB), La Paz",BO
BO0050,Universidad Unidad,BO
BO0051,Universidad Uni&#243;n Bolivariana,BO
BO0052,Universidad Virtual Abierta del Sur,BO
BR0001,Instituto Nacional de Matematica Pura e Aplicada (IMPA),BR
BR0002,Pontif&#237;cia Universidade Cat&#243;lica de Campinas (PUC - Campinas),BR
BR0003,Pontif&#237;cia Universidade Cat&#243;lica de Minas Gerais (PUC - Minas),BR
BR0004,Pontif&#237;cia Universidade Cat&#243;lica de S&#227;o Paulo (PUC - SP),BR
BR0005,Pontif&#237;cia Universidade Cat&#243;lica do Paran&#225; (PUCPR),BR
BR0006,Pontif&#237;cia Universidade Cat&#243;lica do Rio de Janeiro (PUC - Rio),BR
BR0007,Pontif&#237;cia Universidade Cat&#243;lica do Rio Grande do Sul (PUC - RS),BR
BR0008,Universidade Anhembi Morumbi (UAM),BR
BR0009,Universidade Bandeirante de S&#227;o Paulo (UNIBAN),BR
BR0010,Universidade Braz Cubas (UBC),BR
BR0011,Universidade Camilo Castelo Branco (UNICASTELO),BR
BR0012,Universidade C&#226;ndido Mendes (UCAM),BR
BR0013,Universidade Castelo Branco (UCB-RJ),BR
BR0014,Universidade Cat&#243;lica de Bras&#237;lia (UCB-DF),BR
BR0015,Universidade Cat&#243;lica de Goi&#225;s (UCG),BR
BR0016,Universidade Cat&#243;lica de Pelotas (UCPel),BR
BR0017,Universidade Cat&#243;lica de Pernambuco (UNICAP),BR
BR0018,Universidade Cat&#243;lica de Petr&#243;polis (UCP),BR
BR0019,Universidade Cat&#243;lica de Santos (UNISANTOS),BR
BR0020,Universidade Cat&#243;lica do Salvador (UCSAL),BR
BR0021,Universidade Cat&#243;lica Dom Bosco (UCDB),BR
BR0022,Universidade Cidade de S&#227;o Paulo (UNICID),BR
BR0023,Universidade Cruzeiro do Sul (UNICSUL),BR
BR0024,Universidade da Amaz&#244;nia (UNAMA),BR
BR0025,Universidade de Bras&#237;lia (UnB),BR
BR0026,Universidade de Caxias do Sul (UCS),BR
BR0027,Universidade de Cruz Alta (UNICRUZ),BR
BR0028,Universidade de Cuiab&#225; (UNIC),BR
BR0029,Universidade de Fortaleza (UNIFOR),BR
BR0030,Universidade de Franca (UNIFRAN),BR
BR0031,Universidade de Ita&#250;na (UI),BR
BR0032,Universidade de Mar&#237;lia (UNIMAR),BR
BR0033,Universidade de Mogi das Cruzes (UMC),BR
BR0034,Universidade de Passo Fundo (UPF),BR
BR0035,Universidade de Pernambuco (UPE),BR
BR0036,Universidade de Ribeir&#227;o Preto (UNAERP),BR
BR0037,Universidade de Rio Verde (Fesurv),BR
BR0038,Universidade de Santa Cruz do Sul (UNISC),BR
BR0039,Universidade de Santo Amaro (UNISA),BR
BR0040,Universidade de S&#227;o Paulo (USP),BR
BR0041,Universidade de Sorocaba (UNISO),BR
BR0042,Universidade de Taubat&#233; (UNITAU),BR
BR0043,Universidade de Uberaba (UNIUBE),BR
BR0044,Universidade do Contestado (UnC),BR
BR0045,Universidade do Estado da Bahia (UNEB),BR
BR0046,Universidade do Estado de Mato Grosso (UNEMAT),BR
BR0047,Universidade do Estado de Minas Gerais (UEMG),BR
BR0048,Universidade do Estado de Santa Catarina (UDESC),BR
BR0049,Universidade do Estado do Amazonas (UEA),BR
BR0050,Universidade do Estado do Par&#225; (UEPA),BR
BR0051,Universidade do Estado do Rio de Janeiro (UERJ),BR
BR0052,Universidade do Estado do Rio Grande do Norte (UERN),BR
BR0053,Universidade do Extremo Sul Catarinense (UNESC),BR
BR0054,Universidade do Grande ABC (UniABC),BR
BR0055,Universidade do Grande Rio (UNIGRANRIO),BR
BR0056,Universidade do Norte do Paran&#225; (UNOPAR),BR
BR0057,Universidade do Oeste de Santa Catarina (UNOESC),BR
BR0058,Universidade do Oeste Paulista (UNOESTE),BR
BR0059,Universidade do Planalto Catarinense (UNIPLAC),BR
BR0060,Universidade do Sagrado Cora&#231;&#227;o (USC),BR
BR0061,Universidade do Sul de Santa Catarina (UNISUL),BR
BR0062,Universidade do Tocantins (UNITINS),BR
BR0063,Universidade do Vale do Itaja&#237; (UNIVALI),BR
BR0064,Universidade do Vale do Para&#237;ba (UNIVAP),BR
BR0065,Universidade do Vale do Rio dos Sinos (UNISINOS),BR
BR0066,Universidade do Vale do Sapuca&#237; (UNIV&#193;S),BR
BR0067,Universidade Est&#225;cio de S&#225; (UNESA),BR
BR0068,Universidade Estadual da Para&#237;ba (UEPB),BR
BR0069,Universidade Estadual de Alagoas (UNEAL),BR
BR0070,Universidade Estadual de Campinas (UNICAMP),BR
BR0071,Universidade Estadual de Ci&#234;ncias da Sa&#250;de de Alagoas (UNCISAL),BR
BR0072,Universidade Estadual de Feira de Santana (UEFS),BR
BR0073,Universidade Estadual de Goi&#225;s (UEG),BR
BR0074,Universidade Estadual de Londrina (UEL),BR
BR0075,Universidade Estadual de Maring&#225; (UEM),BR
BR0076,Universidade Estadual de Mato Grosso do Sul (UEMS),BR
BR0077,Universidade Estadual de Montes Claros (UNIMONTES),BR
BR0078,Universidade Estadual de Ponta Grossa (UEPG),BR
BR0079,Universidade Estadual de Roraima (UERR),BR
BR0080,Universidade Estadual de Santa Cruz (UESC),BR
BR0081,Universidade Estadual do Cear&#225; (UECE),BR
BR0082,Universidade Estadual do Centro Oeste (UNICENTRO),BR
BR0083,Universidade Estadual do Maranh&#227;o (UEMA),BR
BR0084,Universidade Estadual do Norte Fluminense Darcy Ribeiro (UENF),BR
BR0085,Universidade Estadual do Oeste do Paran&#225; (UNIOESTE),BR
BR0086,Universidade Estadual do Rio Grande do Sul (UERGS),BR
BR0087,Universidade Estadual do Sudoeste da Bahia (UESB),BR
BR0088,Universidade Estadual Paulista J&#250;lio de Mesquita Filho (UNESP),BR
BR0089,Universidade Estadual Universidade Federal de Goi&#225;s (UFG),BR
BR0090,Universidade Estadual do Piau&#237; (UESPI),BR
BR0091,Universidade Estaudal Vale do Acara&#250; (UVA/CE),BR
BR0092,Universidade Federal da Bahia (UFBA),BR
BR0093,Universidade Federal da Para&#237;ba (UFPB),BR
BR0094,Universidade Federal de Alagoas (UFAL),BR
BR0095,Universidade Federal de Alfenas (UNIFAL-MG),BR
BR0096,Universidade Federal de Campina Grande (UFCG),BR
BR0097,Universidade Federal de Itajub&#225; (UNIFEI),BR
BR0098,Universidade Federal de Juiz de Fora (UFJF),BR
BR0099,Universidade Federal de Lavras (UFLA),BR
BR0100,Universidade Federal de Mato Grosso (UFMT),BR
BR0101,Universidade Federal de Mato Grosso do Sul (UFMS),BR
BR0102,Universidade Federal de Minas Gerais (UFMG),BR
BR0103,Universidade Federal de Ouro Preto (UFOP),BR
BR0104,Universidade Federal de Pelotas (UFPel),BR
BR0105,Universidade Federal de Pernambuco (UFPE),BR
BR0106,Universidade Federal de Roraima (UFRR),BR
BR0107,Universidade Federal de Santa Catarina (UFSC),BR
BR0108,Universidade Federal de Santa Maria (UFSM),BR
BR0109,Universidade Federal de S&#227;o Carlos (UFSCAR),BR
BR0110,Universidade Federal de S&#227;o Jo&#227;o del Rei (UFSJ),BR
BR0111,Universidade Federal de S&#227;o Paulo (UNIFESP),BR
BR0112,Universidade Federal de Sergipe (UFS),BR
BR0113,Universidade Federal de Uberl&#226;ndia (UFU),BR
BR0114,Universidade Federal de Vi&#231;osa (UFV),BR
BR0115,Universidade Federal do ABC (UFABC),BR
BR0116,Universidade Federal do Acre (UFAC),BR
BR0117,Universidade Federal do Amap&#225; (UNIFAP),BR
BR0118,Universidade Federal do Amazonas (UFAM),BR
BR0119,Universidade Federal do Cear&#225; (UFC),BR
BR0120,Universidade Federal do Esp&#237;rito Santo (UFES),BR
BR0121,Universidade Federal do Estado do Rio de Janeiro (UNIRIO),BR
BR0122,Universidade Federal do Maranh&#227;o (UFMA),BR
BR0123,Universidade Federal do Par&#225; (UFPA),BR
BR0124,Universidade Federal do Paran&#225; (UFPR),BR
BR0125,Universidade Federal do Piau&#237; (UFPI),BR
BR0126,Universidade Federal do Rec&#244;ncavo da Bahia (UFRB),BR
BR0127,Universidade Federal do Rio de Janeiro (UFRJ),BR
BR0128,Universidade Federal do Rio Grande do Norte (UFRN),BR
BR0129,Universidade Federal do Rio Grande do Sul (UFRGS),BR
BR0130,Universidade Federal do Tocantins (UFT),BR
BR0131,Universidade Federal do Tri&#226;ngulo Mineiro (UFTM),BR
BR0132,Universidade Federal do Vale do S&#227;o Francisco (UNIVASF),BR
BR0133,Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM),BR
BR0134,Universidade Federal Fluminense (UFF),BR
BR0135,Universidade Federal Rural da Amaz&#244;nia (UFRA),BR
BR0136,Universidade Federal Rural de Pernambuco (UFRPE),BR
BR0137,Universidade Federal Rural do Rio de Janeiro (UFRRJ),BR
BR0138,Universidade Federal Rural do Semi-&#193;rido (UFERSA),BR
BR0139,Universidade FUMEC,BR
BR0140,Universidade Gama Filho (UGF),BR
BR0141,Universidade Guarulhos (UnG),BR
BR0142,Universidade Ibirapuera (UNIb),BR
BR0143,Universidade Igua&#231;u (UNIG),BR
BR0144,Universidade Jos&#233; do Ros&#225;rio Vellano (UNIFENAS),BR
BR0145,Universidade Luterana do Brasil (ULBRA),BR
BR0146,Universidade Metodista de Piracicaba (UNIMEP),BR
BR0147,Universidade Metodista de S&#227;o Paulo (UMESP),BR
BR0148,Universidade Metropolitana de Santos (UNIMES),BR
BR0149,Universidade Municipal de S&#227;o Caetano do Sul (IMES),BR
BR0150,Universidade Paranaense (UNIPAR),BR
BR0151,Universidade Paulista (UNIP),BR
BR0152,Universidade Potiguar (UnP),BR
BR0153,Universidade Presbiteriana Mackenzie (UPM),BR
BR0154,Universidade Presidente Ant&#244;nio Carlos (UNIPAC),BR
BR0155,Universidade Salgado de Oliveira (UNIVERSO),BR
BR0156,Universidade Salvador (UNIFACS),BR
BR0157,Universidade Santa Cec&#237;lia (UNISANTA),BR
BR0158,Universidade Santa &#218;rsula (USU),BR
BR0159,Universidade S&#227;o Francisco (USF),BR
BR0160,Universidade S&#227;o Judas Tadeu (USJT),BR
BR0161,Universidade S&#227;o Marcos,BR
BR0162,Universidade Severino Sombra (USS),BR
BR0163,Universidade Tecnol&#243;gica Federal do Paran&#225; (UTFPR),BR
BR0164,Universidade Tiradentes (UNIT),BR
BR0165,Universidade Tuiuti do Paran&#225; (UTP),BR
BR0166,Universidade Vale do Rio Doce (UNIVALE),BR
BR0167,Universidade Vale do Rio Verde (UNINCOR),BR
BR0168,Universidade Veiga de Almeida (UVA-RJ),BR
BR0169,Escola Nacional de Saude Publica Sergio Arouca (ENSP),BR
BR0170,Insper - Ibmec,BR
BW0001,University of Botswana,BW
BY0001,Academy of Business Administration,BY
BY0002,Academy of Physical Education and Sports of the Republic of Belarus,BY
BY0003,Academy of the Ministry of Internal Affairs of the Republic of Belarus,BY
BY0004,Baronovichi State Higher Pedagogical College,BY
BY0005,Belarus Maksim Tank State Pedagogical University,BY
BY0006,Belarus State University,BY
BY0007,Belarusian Academy of Arts,BY
